name,type,rating,count,address,comment,lat,lon,geometry
Li Bai - Authentic Cantonese Restaurant,Nhà hàng,4.8,744.0,"80 Đông Du, Quận 1, Thành phố Hồ Chí Minh",Một điểm đến lý tưởng cho trải nghiệm  sang trọng và thoải mái.,10.7756555,106.7041662,POINT (106.7041662 10.7756555)
Hẻm Ăn Vặt 76,Khu ăn uống,3.8,1400.0,"76 Hai Bà Trưng, Quận 1, Thành phố Hồ Chí Minh",Thích hợp đi nhóm bạn nhỏ và không quá yêu cầu về hương vị thức ăn.,10.7778959,106.7036141,POINT (106.7036141 10.7778959)
"Hủ tiếu Sa Đéc & Bánh tằm - DÌ NĂM SA ĐÉC - 166 Bùi Thị Xuân, Quận 1",Nhà hàng,4.2,596.0,"166 Bùi Thị Xuân, Quận 1, Thành phố Hồ Chí Minh","Đặc sản của Sa Đéc bao gồm hủ tiếu, công thức nấu, hương vị ngon miệng.",10.773785,106.701047,POINT (106.701047 10.773785)
Ăn Cơm Uống Nước - Thai Bistro & Coffee,Món ăn Thái Lan,4.4,932.0,"63/18 Pasteur, Quận 1, Thành phố Hồ Chí Minh","Các món chỉn chu, đẹp hình thức, vị vừa vặn.",10.775646153355103,106.70043655277057,POINT (106.70043655277057 10.775646153355103)
Somtam ZAAP,Món ăn Thái Lan,4.6,1500.0,"136 Pasteur, Quận 1, Thành phố Hồ Chí Minh",Mọi người đến và trải nghiệm  nhé,10.776802,106.699923,POINT (106.699923 10.776802)
Marukame Udon,mì udon,4.2,2800.0,"215 Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh",Được chọn nhiều topping ăn kèm và trứng nước tương cũng rất ngon.,10.778569486821247,106.7015995871049,POINT (106.7015995871049 10.778569486821247)
Cháo Sá Sùng Tượng Ký | Ẩm Thực Trung Hoa Quận 1,Nhà hàng,4.7,12.0,"6 Trần Hưng Đạo, Quận 1, Thành phố Hồ Chí Minh","Menu đa dạng nhiều món, 1 quán ăn sáng thích hợp cho gia đình",10.7634315,106.6878955,POINT (106.6878955 10.7634315)
DÊ CHÚ THÒONG | DÊ NGON CỐNG QUỲNH | DÊ NGON QUẬN 1,Nhà hàng,5.0,48.0,"102 Cống Quỳnh, Quận 1, Thành phố Hồ Chí Minh","Món ngon mà không gian quán cũng đẹp nữa
10/10 hong có nhưng lun",10.7656221,106.68930959862955,POINT (106.68930959862955 10.7656221)
Haru Sushi Quận 1,Món ăn Nhật Bản,4.4,425.0,"93 Nguyễn Thái Học, Quận 1, Thành phố Hồ Chí Minh","Quán xinh, đồ ăn ngon nhưng đi ăn về bị trúng  mất mấy ngày.",10.767081,106.6960149,POINT (106.6960149 10.767081)
Ẩm thực Sân vườn Milan,Nhà hàng,3.9,89.0,"19/11 Nguyễn Thị Minh Khai, Quận 1, Thành phố Hồ Chí Minh","Quán sân vườn, thích hợp cho nhóm từ 3 người, chủ quán dễ thương",10.7862061,106.701431,POINT (106.701431 10.7862061)
Pachi Pachi Nướng Lẩu Nhật Bản,Món ăn Nhật Bản,4.1,762.0,"52 Mạc Đĩnh Chi, Quận 1, Thành phố Hồ Chí Minh","Nhân viên nhiệt tình,  phẩm khá tươi, tiếp tục ủng hộ.",10.7872323,106.6968142,POINT (106.6968142 10.7872323)
TukTuk Thai Bistro,Món ăn Thái Lan,4.5,2100.0,"38 Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh","Thức ăn ngon, vừa miệng, chuẩn vị Thái, recommend pad Thai!!",10.77734,106.700248,POINT (106.700248 10.77734)
Kabin,Món ăn Quảng Đông,4.8,1200.0,"15 Tôn Đức Thắng, Quận 1, Thành phố Hồ Chí Minh","Thức ăn rất ngon ,khung cảnh lãng mạn và rất đẹp mắt về đêm.",10.77428745,106.7062394804444,POINT (106.7062394804444 10.77428745)
Phở Hiền 1985 - Nguyễn trãi,Phở,4.2,670.0,"269A Nguyễn Trãi, Quận 1, Thành phố Hồ Chí Minh","Quán có menu trên tường, nhưng không ghi giá.",10.7640848,106.6872739,POINT (106.6872739 10.7640848)
Đậu Homemade - Bún Đậu Mắm Tôm,Nhà hàng,4.2,2000.0,"1 Nguyễn Văn Tráng, Quận 1, Thành phố Hồ Chí Minh","Mình đã gọi món lẩu cho 2 người, ôi thật tuyệt với, có nhiều topping.",10.770419,106.692036,POINT (106.692036 10.770419)
Eddie's New York Deli & Diner,Món ăn Mỹ,4.6,2000.0,"73 Pasteur, Quận 1, Thành phố Hồ Chí Minh",Chú còn chia sẻ nhiều kiến thức về  nữa.,10.7717378,106.7021394,POINT (106.7021394 10.7717378)
Nhà Hàng Hương Vị Nhật,Nhà hàng,4.6,64.0,"Q1, 171/16 Cô Bắc, Quận 1, Thành phố Hồ Chí Minh",Có  đơn món hoặc buffet... Mình thích món cơm Gà cà ri ở đây ...,10.763487,106.693135,POINT (106.693135 10.763487)
Izakaya Choioinoodle | Nhà Hàng Nhật Quận 1 | Mì Ramen Ngon Trần Hưng Đạo,Món ăn Nhật Bản,4.8,118.0,"25 Trần Hưng Đạo, Quận 1, Thành phố Hồ Chí Minh","đơn khá phong phú, các đầu bếp VN nấu đồ Nhật.",10.7675008,106.6947866,POINT (106.6947866 10.7675008)
Ẩm Thực Nhà Bu,Quán ăn nhỏ,3.8,21.0,"91 Nguyễn Thị Minh Khai, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7730177,106.688916,POINT (106.688916 10.7730177)
Dookki Vincom Đồng Khởi,Món ăn tự chọn,4.3,1100.0,"72 Lê Thánh Tôn, Quận 1, Thành phố Hồ Chí Minh",Điểm cộng nữa là các món ăn kèm như gà chiên và cơm trộn đều rất ngon.,10.7780263,106.7020418,POINT (106.7020418 10.7780263)
Nhà hàng chay Sesame - Ẩm thực chay,Đồ chay,4.8,87.0,"39 Đ. Tôn Thất Thiệp, Quận 1, Thành phố Hồ Chí Minh","đơn chay đa dạng và phong phú, Nhân viên phục vụ dễ thương .",10.77388349120162,106.70306731856363,POINT (106.70306731856363 10.77388349120162)
Morico Lê Lợi,Món ăn Nhật Bản,4.6,2700.0,"30 Lê Lợi, Quận 1, Thành phố Hồ Chí Minh","Bánh mochi rất mềm, tan ngay khi vừa cho vào thưởng thức.",10.774712883760264,106.70159486279458,POINT (106.70159486279458 10.774712883760264)
Crystal Jade Palace Restaurant,Nhà hàng,4.4,148.0,"Legend Saigon Hotel, 4A Tôn Đức Thắng, Quận 1, Thành phố Hồ Chí Minh","thức ăn ngon, còn nóng khi được đưa ra, tôm tươi.",10.778276,106.70732575,POINT (106.70732575 10.778276)
MORICO,Món ăn Nhật Bản,4.6,1000.0,"Vincom Center, 70-72 Lê Thánh Tôn, Quận 1, Thành phố Hồ Chí Minh","Vừa có đồ ăn vừa có nhiều bánh, đồ ngọt để thưởng thức.",10.7772086,106.7017762,POINT (106.7017762 10.7772086)
Nhà hàng Cơm Xưa,Nhà hàng,3.7,311.0,"20 Trần Cao Vân, Quận 1, Thành phố Hồ Chí Minh","Cơm ngoan quán đẹp,sạch sẽ  thức ăn ngon",10.784324,106.697355,POINT (106.697355 10.784324)
Vina Chuối,Nhà hàng bán đồ ăn mang về,4.2,145.0,"25 Huỳnh Thúc Kháng, Quận 1, Thành phố Hồ Chí Minh","Thức ăn ngon, nhân viên cực kỳ hiếu khách và thân thiện",10.7728907,106.7026671,POINT (106.7026671 10.7728907)
Baozi Hồ Tùng Mậu,Nhà hàng,4.2,687.0,"79 Hồ Tùng Mậu, Quận 1, Thành phố Hồ Chí Minh",Hqua dầu vẫn chưa gọi là ráo nên tăng lửa đẩy dầu ra khi món ăn vừa tới.,10.7722945,106.7036756,POINT (106.7036756 10.7722945)
Be An Vegetarian Café,Đồ chay,4.8,1800.0,"Saigon Garden, 99 Nguyễn Huệ, Quận 1, Thành phố Hồ Chí Minh","Các món ăn được chăm chút, tạo ấn tượng tốt cho  khách.",10.7755232,106.702529,POINT (106.702529 10.7755232)
Nhà Hàng Phố 79 (chi nhánh 1),Nhà hàng,4.2,608.0,"120 Sương Nguyệt Anh, Quận 1, Thành phố Hồ Chí Minh",Món ăn đc chế biến 1 cách bình thường nhưng giá cả khá là đắt đỏ 😥,10.771887,106.689061,POINT (106.689061 10.771887)
Nhà hàng Long Triều,Món ăn Quảng Đông,4.3,64.0,"22 – 36 Nguyễn Huệ &, 57 – 69F Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh","Không gian to, đẹp, sang trọng, phù hợp với nhóm lớn…",10.7768249,106.703813,POINT (106.703813 10.7768249)
Bánh Bèo Huế O Trinh,Món ăn Việt Nam,4.3,215.0,"126 Bùi Thị Xuân, Quận 1, Thành phố Hồ Chí Minh",quán có 1 chị vừa làm vừa bưng bê nên đợi hơi lâu tí nhưng đc ăn ngon,10.7691475,106.68777,POINT (106.68777 10.7691475)
Chilli Thai,Món ăn Thái Lan,4.2,1700.0,"93 Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh",các món thiên về vị cay nên nhưng người không ăn cay được nên cân nhắc.,10.7744943,106.6975843,POINT (106.6975843 10.7744943)
Bánh ướt thịt nướng Ban Mê,Nhà hàng,4.0,377.0,"26 Nam Quốc Cang, Quận 1, Thành phố Hồ Chí Minh","Mình thấy đồ ăn khá ngon, lên cũng nhanh, mình thích nước mắm ngọt.",10.767882,106.687755,POINT (106.687755 10.767882)
Mr Mì,Món ăn Việt Nam,4.4,144.0,"63 Pasteur, Quận 1, Thành phố Hồ Chí Minh",Vừa được ngồi ăn vừa ngắm phố Pasteur nhộn nhịp nữa.,10.774866,106.700601,POINT (106.700601 10.774866)
Chợ Bến Thành,Chợ,4.0,75000.0,"Thành phố Hồ Chí Minh, Quận 1, Thành phố Hồ Chí Minh","... rộng, có nhiều thứ để xem và lựa chọn từ ăn uống đến",10.77974385,106.69901186265822,POINT (106.69901186265822 10.77974385)
Quán Chay Chị Củ,Đồ chay,4.2,542.0,"4/7, Trần Đình Xu, Quận 1, Thành phố Hồ Chí Minh",Cheap and food variaty option of Viet vegan food.,10.7592259,106.6921641,POINT (106.6921641 10.7592259)
Nhà hàng Đức Bảo,Món ăn Đức,4.3,1100.0,"36 Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh","Thức ăn ngon, ấn tượng với món trừu nướng thịt mềm tan, khách nên thử.",10.7745122,106.7047695,POINT (106.7047695 10.7745122)
Hoang Yen Vietnamese Cuisine,Món ăn Việt Nam,4.3,1400.0,"7 Ngô Đức Kế, Quận 1, Thành phố Hồ Chí Minh",Chúng tôi gọi nhiều món để thử phong cách  của nhà hàng.,10.7740085,106.7058224,POINT (106.7058224 10.7740085)
Măng's Mania Vegetarian Restaurant,Món chay,4.7,454.0,"86 Nguyễn Huệ, Quận 1, Thành phố Hồ Chí Minh","Đây là một nơi lý tưởng để tới ăn chay, đồ ăn  sự rât ngon.",10.775182,106.702765,POINT (106.702765 10.775182)
Nhà Hàng Món Ngon,Nhà hàng,3.7,13.0,"257A Nguyễn Trãi, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.764573,106.6875323,POINT (106.6875323 10.764573)
Nhà Hàng Con Voi Vàng,Món ăn Thái Lan,4.4,1100.0,"34 Hai Bà Trưng, Quận 1, Thành phố Hồ Chí Minh",Các bạn thích ăn cay có thể xin khay ớt như trong hình để nêm cho dễ.,10.7769534,106.704788,POINT (106.704788 10.7769534)
Nhà Hàng Phượng Hoàng 西贡凤凰饭店,Nhà hàng Trung Quốc,3.9,151.0,"78 Nguyễn Huệ, Quận 1, Thành phố Hồ Chí Minh",Một nơi tuyệt vời để thưởng thức hương vị  Việt Nam.,10.7733097,106.7042417,POINT (106.7042417 10.7733097)
Xẻng - Mồi & Bia,Nhà hàng,4.4,922.0,"22 Nguyễn Đình Chiểu, Quận 1, Thành phố Hồ Chí Minh",Một địa điểm tuyệt vời để thưởng thức  Việt Nam.,10.7889335,106.7000303,POINT (106.7000303 10.7889335)
Bornga Ly Tu Trong,Món thịt nướng Triều Tiên,4.2,1300.0,"45 Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh",Quán có đầy đủ các món theo  Hàn Quốc.,10.7773522,106.7004386,POINT (106.7004386 10.7773522)
Nhà hàng hải sản & lẩu Yeebo (Quận 1) - Yeebo Seafood and Hotpot Restaurant (District 1),Món ăn Châu Á,4.2,638.0,"1 Lê Thánh Tôn, Quận 1, Thành phố Hồ Chí Minh","Thức ăn ngon, phục vụ lịch sự, tận tình, chu đáo;",10.7816612,106.7054831,POINT (106.7054831 10.7816612)
Quán Chay Nhà Tôi Vegan,Món chay,4.3,472.0,"124 Nguyễn Văn Thủ, Quận 1, Thành phố Hồ Chí Minh","Mì cay chay
có vẻ phù hợp với người thích ăn đồ chua hơn.",10.7882812,106.6974577,POINT (106.6974577 10.7882812)
Thế Giới Cà Phê Trung Nguyên Legend,Quán cà phê,4.7,3500.0,"80 Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh","Thức uống ngon, một số món có tặng kèm viên kẹo kéo ăn cũng ok.",10.7754766,106.7037177,POINT (106.7037177 10.7754766)
"Ẩm Thực Cơm Chay, Mì Chay Healthy - Chay Express - 18 Đinh Tiên Hoàng Quận 1",Đồ chay,5.0,11.0,"18 Đinh Tiên Hoàng, Quận 1, Thành phố Hồ Chí Minh",Những ngày ăn chay thì Chay Express là lựa chọn ổn áp.,10.7883762,106.6999326,POINT (106.6999326 10.7883762)
HOANG TY RESTAURANT,Món ăn Việt Nam,4.2,189.0,"38 Mạc Đĩnh Chi, Quận 1, Thành phố Hồ Chí Minh","Thức ăn nêm vừa vị, rau sống và rau rừng tươi ngon, nước chấm đậm vị.",10.7857499,106.6984234,POINT (106.6984234 10.7857499)
La Phong Sushi House,Sushi,4.4,400.0,"9 Trần Cao Vân, Quận 1, Thành phố Hồ Chí Minh","Cách trang trí của quán khá Nhật, là nơi lý tưởng để tiếp khách",10.7848214,106.6981843,POINT (106.6981843 10.7848214)
BB Restaurant | Nhà Hàng Quận 1 | Đặt tiệc Quận 1,Nhà hàng,4.9,71.0,"127 Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh",Rất phù hợp cho những ai tìm kiếm sự thư giãn trong môi trường cao cấp,10.7682352,106.6986568,POINT (106.6986568 10.7682352)
The Monkey Gallery DINING,Món ăn sang trọng,4.5,488.0,"3rd Floor, 91 Mạc Thị Bưởi, Quận 1, Thành phố Hồ Chí Minh",2 người ăn chọn  đơn ++  mà chưa no.,10.7745399,106.7039947,POINT (106.7039947 10.7745399)
Quán ăn gia đình 79,Quán ăn nhỏ,4.5,406.0,"44 Đề Thám, Quận 1, Thành phố Hồ Chí Minh","Thức ăn lên nhanh, chế biến hợp khẩu vị, có chỗ đậu oto xe máy",10.7635924,106.6956981,POINT (106.6956981 10.7635924)
Dahi Handi Indian Restaurant,Món ăn Ấn Ðộ,4.8,2700.0,"23 Đông Du, Quận 1, Thành phố Hồ Chí Minh",Mình từng ăn nhiều quán nhưng đồ ăn ở đây  sự ngon và vừa khẩu vị.,10.7769437,106.7054713,POINT (106.7054713 10.7769437)
Quán Mì Quảng Mỹ Sơn,Quán mì,3.8,597.0,"38B Đinh Tiên Hoàng, Quận 1, Thành phố Hồ Chí Minh","Rau sạch, quán sạch, phục vụ tốt, ăn ngon miệng, giá quận Nhất",10.7866006,106.7015992,POINT (106.7015992 10.7866006)
Bún Quậy KIẾN - XÂY Quận 1,Nhà hàng,4.1,770.0,"12 Nguyễn Thị Minh Khai, Quận 1, Thành phố Hồ Chí Minh","Mệt nhất xay ớt, quán có thể xay sẵn 1 ít đc ko 😂😂",10.7878735,106.70247316022675,POINT (106.70247316022675 10.7878735)
Bún Bò Xưa,Quán mì,3.8,465.0,"148bis Lê Thị Riêng, Quận 1, Thành phố Hồ Chí Minh","bún bò làm sạch sẽ , khẩu vị ok , vừa ăn , giá hợp lý",10.771208,106.690858,POINT (106.690858 10.771208)
Burger King - Phạm Ngũ Lão,Món ăn nhanh,3.6,1300.0,"223-225 Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",Mấy bên khác mình ăn thì khoai dễ mềm lắm còn khoai chiên ở đây lại ngon.,10.7684302,106.6926935,POINT (106.6926935 10.7684302)
Bier Garden,Nhà hàng quán rượu dành cho người sành ăn,4.0,439.0,"125 Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh","bò ăn rất okie, bia đa dạng, nhân viên rất nhiệt tình.",10.776372,106.7027403,POINT (106.7027403 10.776372)
Nhà hàng Pasha,Món ăn Thổ Nhĩ Kỳ,4.2,745.0,"25 Đông Du, Quận 1, Thành phố Hồ Chí Minh","Thức ăn: khá là ngon, trình bày chỉnh chu, cũng khá đa dạng về món.",10.7769179,106.7054475,POINT (106.7054475 10.7769179)
Halal@Saigon Restaurant,Món ăn của người theo Đạo hồi,4.2,666.0,"31 Đông Du, Quận 1, Thành phố Hồ Chí Minh","Trang trí phong cách trung đông, tuy nhỏ nhưng rất ấm cúng.",10.7760297,106.7047293,POINT (106.7047293 10.7760297)
Layla - Eatery & Bar,Quán bar,4.8,5000.0,"Second floor, 63 Đông Du, Quận 1, Thành phố Hồ Chí Minh",Nhân viên nhớ được sở thích khách hàng cũ nên lần sau đến gọi món rất dễ,10.7760349,106.704642,POINT (106.704642 10.7760349)
Quán cơm Bento Dino - Bùi thị Xuân,Dành cho gia đình,3.3,3.0,"134/3/1 Bùi Thị Xuân, Quận 1, Thành phố Hồ Chí Minh","Ngonn, giá rẻ, cô chú dth",10.767767,106.686465,POINT (106.686465 10.767767)
VIP98 LUXURY RESTAURANT,Phòng tiệc,4.2,534.0,"98 Nguyễn Huệ, Quận 1, Thành phố Hồ Chí Minh",Tất cả: Không gian - món ăn - Phục vụ - Âm nhạc đều tuyệt,10.7753728,106.7024191,POINT (106.7024191 10.7753728)
Súp Bào Ngư Vi Cá Ông Sủi,Nhà hàng,3.1,45.0,"5 Nguyễn Thiệp, Quận 1, Thành phố Hồ Chí Minh","Đồ ăn ở đây đậm đà, không quá mặn, đa dạng món ăn và thức uống.",10.77526795,106.70328035,POINT (106.70328035 10.77526795)
Bún Bò Huế 31,Quán mì,4.0,204.0,"31 Mạc Đĩnh Chi, Quận 1, Thành phố Hồ Chí Minh","1 tô bún bò đầy đủ hình như gia 55k, rẻ so với khu vực này.",10.7862975,106.697839,POINT (106.697839 10.7862975)
Bánh Canh Cua Dì Năm,Quán ăn nhỏ,4.4,57.0,"198 Bùi Viện, Quận 1, Thành phố Hồ Chí Minh","Bánh canh vừa ăn
Giá tương đối cao
Cô chủ nhiệt tình vui vẻ",10.7662627,106.6915037,POINT (106.6915037 10.7662627)
Nhà Hàng Contiental Palace,Nhà hàng,4.4,18.0,"Hotel Continental Saigon, 132 Đồng Khởi, Quận 1, Thành phố Hồ Chí Minh","Ăn sáng ở đây ngắm đường phố rất thích, bún cá ở đây ngon lắm luôn.",10.7764692,106.7026335,POINT (106.7026335 10.7764692)
Kokugyu BBQ Tôn Thất Đạm - Nhà hàng BBQ Nhật Bản,Món nướng Yakiniku,4.6,74.0,"153 Tôn Thất Đạm, Quận 1, Thành phố Hồ Chí Minh",Các lựa chọn thịt cảm giác ít nhưng ăn vào thấy như vậy là vừa đủ.,10.769517759006023,106.70400793518816,POINT (106.70400793518816 10.769517759006023)
SUSHI TEI,Nhà hàng,4.3,597.0,"129 Nguyễn Huệ, Quận 1, Thành phố Hồ Chí Minh",Sushitei là nơi rất đáng để trải nghiệm  có nguồn gốc từ Nhận Bản.,10.7739725,106.7018622,POINT (106.7018622 10.7739725)
Mì Ký Quận 1,Các món mì Hoa,0.0,,"106 Cô Bắc, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7649042,106.6948595,POINT (106.6948595 10.7649042)
Hai’s Restaurant,Nhà hàng Việt Nam,4.9,2800.0,"257 Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.772001,106.6942454,POINT (106.6942454 10.772001)
Công viên Chi Lăng,Công viên lưu niệm,4.2,298.0,"số 72 Lê Thánh Tôn, Quận 1, Thành phố Hồ Chí Minh","Mát mẻ, sạch sẽ.",10.77517091861902,106.69999073167965,POINT (106.69999073167965 10.77517091861902)
Công viên 30/4,Công viên,4.6,51.0,"6 Lê Duẩn, Quận 1, Thành phố Hồ Chí Minh",Nằm ngay trung tâm TP nên dễ dàng di chuyển đến các điểm tham quan khác.,10.7831941,106.7012359,POINT (106.7012359 10.7831941)
Thảo Cầm Viên Sài Gòn,Điểm thu hút khách du lịch,4.3,33000.0,"2 Nguyễn Bỉnh Khiêm, Quận 1, Thành phố Hồ Chí Minh",Là một trong những công trình mang tính lịch sử và lâu đời nhất TP.,10.7884429,106.70404215499451,POINT (106.70404215499451 10.7884429)
Công Viên Lê Lai,Vườn,4.2,16.0,"QM9Q+9Q9, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7881551,106.69372313042169,POINT (106.69372313042169 10.7881551)
Công Viên Phong Châu,Công viên,4.4,5.0,"146 Phạm Viết Chánh, Quận 1, Thành phố Hồ Chí Minh","sạch sẽ, có quán cafe kế bên.",10.7670195,106.6840933,POINT (106.6840933 10.7670195)
Hội hoa xuân TPHCM,Công viên,4.4,29.0,"55c Nguyễn Thị Minh Khai, Quận 1, Thành phố Hồ Chí Minh",Được tổ chức hàng năm tại  tao đàn vào dịp Tết Âm lịch.,10.7762412,106.6924688,POINT (106.6924688 10.7762412)
Vườn Của Dế,Vườn,4.7,47.0,"104 Trần Khánh Dư, Quận 1, Thành phố Hồ Chí Minh","Đẹp, tươi mát, nhiệt tình, giá cả phải chăng...",10.794044,106.688976,POINT (106.688976 10.794044)
City Garden,Vườn,4.7,3.0,"38 Hai Bà Trưng, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7768866,106.704697,POINT (106.704697 10.7768866)
Nhà thờ Đức Bà Sài Gòn,Điểm thu hút khách du lịch,4.4,26000.0,"01 Công trường Công xã Paris, Quận 1, Thành phố Hồ Chí Minh","Đẹp, đông vui, địa điểm nên đến khi tham quan hcm",10.7789331,106.6990023,POINT (106.6990023 10.7789331)
Bến Bạch Đằng,Văn phòng công ty,4.5,7800.0,"1 Tôn Đức Thắng, Quận 1, Thành phố Hồ Chí Minh",Ban ngày và đêm ở  đều có vẻ đẹp khác nhau.,10.770941,106.697918,POINT (106.697918 10.770941)
Tượng Trần Văn Ơn,Công viên,4.7,3.0,"48 Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh",Tượng Trần Văn Ơn được đặt trong  Bách Tùng Diệp.,10.7774077,106.7004935,POINT (106.7004935 10.7774077)
SANSEVIERIA PARADISE,Vườn,5.0,4.0,"26/14 Nguyễn Bỉnh Khiêm, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7900853,106.7019513,POINT (106.7019513 10.7900853)
Nhà lan thảo cầm viên,Công viên,4.6,7.0,"QPQ4+CF7, Thảo Cầm Viên Sài Gòn, Quận 1, Thành phố Hồ Chí Minh","Mát mẻ nè, đi một ngày đàng học một sàng khôn",10.7875531,106.7070512,POINT (106.7070512 10.7875531)
Phố đi bộ Bùi Viện,Khu vực đi bộ,5.0,2.0,"143 Bùi Viện, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7666545,106.6922667,POINT (106.6922667 10.7666545)
Dii Sauna & Icebath,Câu lạc bộ spa và sức khỏe,5.0,143.0,"375/9 Hoàng Sa, Quận 1, Thành phố Hồ Chí Minh","Tiệm rất đẹp, bạn nhân  nhiệt tình và rất chu đáo takecare tụi mình.",10.7919555,106.7048162,POINT (106.7048162 10.7919555)
NovaDreams Cafe - 2Bis Nguyễn Thị Minh Khai,Quán cà phê,3.9,320.0,"2Bis Nguyễn Thị Minh Khai, Quận 1, Thành phố Hồ Chí Minh","1. Khu vui chơi mô hình đẹp , khủng long nhìn.",10.78797185,106.7049562864172,POINT (106.7049562864172 10.78797185)
Liên đoàn Nguyễn Ánh - Hướng đạo Việt Nam,Vườn,0.0,,"80 Trương Định, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7738996,106.6941514,POINT (106.6941514 10.7738996)
Heart of Darkness Craft Brewery,Nhà máy bia,4.6,3500.0,"31D Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh",Cần đặt trước khi đến để có view tốt,10.7797138,106.7028996,POINT (106.7028996 10.7797138)
Gammer Beer,Quán bia,4.2,2500.0,"107 Pasteur, Quận 1, Thành phố Hồ Chí Minh","Vị trí quán ngồi lai rai khá lý tưởng, thức ăn với beer tương đối ổn",10.7770079,106.6997027,POINT (106.6997027 10.7770079)
Shop Hoa Tươi Quận 1 - Hoa Đám Tang Quận 1 TPHCM,Cửa hàng bán buôn,5.0,5.0,"284 Đ. Cống Quỳnh, Quận 1, Thành phố Hồ Chí Minh","đẹp, phù hợp với không khí trang nghiêm",10.76872665,106.68589747397361,POINT (106.68589747397361 10.76872665)
Ben Flowers,Cửa hàng hoa,4.0,77.0,"15N Nguyễn Thị Minh Khai, Quận 1, Thành phố Hồ Chí Minh",Nhận được  rất bất ngờ vì nhìn ở ngoài còn đẹp hơn hình chụp 👍👍,10.7858891,106.700935,POINT (106.700935 10.7858891)
Hồ bơi Lao Động,Bể bơi,3.9,457.0,"6 Huyền Trân Công Chúa, Quận 1, Thành phố Hồ Chí Minh",Đánh giá 5 sao ⭐️ ⭐️⭐️⭐️⭐️,10.776084,106.694568,POINT (106.694568 10.776084)
Ben Nghe Street Food,Nhà hàng,4.3,11000.0,"134 Nam Kỳ Khởi Nghĩa, Quận 1, Thành phố Hồ Chí Minh","dịch vụ tốt, đa dạng món ăn, chất lượng phục vụ nhiệt tình vui vẻ.",10.7776249,106.6978228,POINT (106.6978228 10.7776249)
Vườn bướm,Vườn bách thú,4.3,24.0,"2 Nguyễn Bỉnh Khiêm, Quận 1, Thành phố Hồ Chí Minh",Đây không chỉ là nơi để thư giãn mà còn là cơ hội học hỏi đầy ý nghĩa.,10.788542,106.706791,POINT (106.706791 10.788542)
Miếu Năm Bà Ngũ Hành Tao Đàn,Nơi thờ cúng,4.7,67.0,"116 Nguyễn Du, Quận 1, Thành phố Hồ Chí Minh",Miếu mở cửa từ mấy giờ đến mấy giờ ạ,10.7735821,106.6944275,POINT (106.6944275 10.7735821)
Chùa Tam Bảo,Chùa phật giáo,4.6,18.0,"54/44 Trần Quang Khải, Quận 1, Thành phố Hồ Chí Minh",được Hoà thượng Thượng Thiện Hạ Nguyệt thành lập năm 1960.,10.7924883,106.6945335,POINT (106.6945335 10.7924883)
Bửu Hoa Tự,Chùa phật giáo,4.1,10.0,"182/45 Đề Thám, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.7636131,106.6956861,POINT (106.6956861 10.7636131)
Chùa Pháp Bửu,Chùa,4.4,5.0,"245/1 Chương D., Quận 1, Thành phố Hồ Chí Minh","là nơi tu tập của Ni, quí Ni ở  thân thiện.",10.758225,106.691224,POINT (106.691224 10.758225)
Chùa Pháp Hoa,Chùa,4.5,2.0,"183 Cô Bắc, Quận 1, Thành phố Hồ Chí Minh",không có đánh giá,10.764795,106.694728,POINT (106.694728 10.764795)
Chùa Long Bửu,Chùa phật giáo,4.5,239.0,"QM6X+67R, Quận 1, Thành phố Hồ Chí Minh","Long Bửu được thiết kế và bày biện đẹp, gọn gàng, sạch sẽ.",10.7664477,106.6983992,POINT (106.6983992 10.7664477)
Nhà thờ Giáo xứ Mạc Ty Nho,Nhà thờ Công giáo,4.6,163.0,"16 Nguyễn Thị Minh Khai, Quận 1, Thành phố Hồ Chí Minh","Mạc Ty Nho, tọa lạc tại 16 Đ.",10.78624875,106.70079359917278,POINT (106.70079359917278 10.78624875)
